example_id,thread_id,customer_message,customer_clean_text,total_turns,thread_type,resolution_category,flag_pushed_to_dm,initial_brand_reply,candidate_intent,is_quality_subset,trivial_predicted_intent,trivial_drafted_reply,trivial_escalation_action,simple_predicted_intent,simple_drafted_reply,simple_escalation_action,simple_escalation_reasons,system_predicted_intent,system_confidence,system_risk_tier,system_retrieved_precedents,system_top_similarity,system_drafted_reply,system_insufficient_context,system_escalation_action,system_escalation_reasons,human_true_intent,human_should_escalate,human_notes,human_quality_helpfulness,human_quality_tone,human_quality_grounding,human_quality_conciseness,human_quality_notes,llm_judge_helpfulness,llm_judge_tone,llm_judge_grounding,llm_judge_conciseness,llm_judge_rationale
29,193638,@AppleSupport I updated my phone and now my speaker for calls won’t work. How do I fix this?,I updated my phone and now my speaker for calls won’t work. How do I fix this?,2,single_turn,resolved_on_platform,False,We're anxious to help. Could you let us know which version of iOS your devices are running? We just released 11.0.2.,how_to_feature_inquiry,True,os_update_battery_drain,Thanks for reaching out to @AppleSupport. Please restart your device and ensure you have the latest software update installed. You can also visit https://support.apple.com for troubleshooting.,escalate,how_to_feature_inquiry,You can discover step-by-step guides and settings tips for iOS features directly in the Apple Support app or at https://support.apple.com.,auto_handle,,os_update_battery_drain,0.1915,medium,"[{""rank"": 1, ""similarity_score"": 0.7073, ""customer_text"": ""iPhone 7+, iOS 11.1"", ""brand_reply"": ""Thank you very much! Send us a DM to let us know if your speaker doesn't work on calls, or if other apps are affected as well."", ""thread_id"": ""2631""}, {""rank"": 2, ""similarity_score"": 0.697, ""customer_text"": ""Updated my phone last night &amp; now its stuck in headphone mode, cant hear anything on video, FaceTime &amp; call sound goes in&amp;out"", ""brand_reply"": ""We'd like to help. Let's take this to DM and we'll explore ways to provide you assistance."", ""thread_id"": ""14326""}, {""rank"": 3, ""similarity_score"": 0.6519, ""customer_text"": ""Okay, I️ updated my phone the newest version"", ""brand_reply"": ""Thank you for the update. DM us here to continue:"", ""thread_id"": ""9182""}]",0.7073,"We'd be glad to help with this. Thank you very much! Send us a DM to let us know if your speaker doesn't work on calls, or if other apps are affected as well.",False,escalate,Classifier confidence (0.19) is below acceptable threshold (0.65).,,,,,,,,,,,,,
30,55080,"Alright @AppleSupport this new iPhone update is dog shit, do everyone a solid and fix it","Alright this new iPhone update is dog shit, do everyone a solid and fix it",2,single_turn,resolved_on_platform,False,We're happy to help. Can you tell us what you're experiencing with the new update? Let us know to continue.,os_update_battery_drain,True,os_update_battery_drain,Thanks for reaching out to @AppleSupport. Please restart your device and ensure you have the latest software update installed. You can also visit https://support.apple.com for troubleshooting.,escalate,os_update_battery_drain,We're here to help. Check Settings > Battery > Battery Health to inspect your maximum capacity and see which apps consume the most energy. Let us know what you see.,auto_handle,,os_update_battery_drain,0.2761,medium,"[{""rank"": 1, ""similarity_score"": 0.7389, ""customer_text"": ""Dear this new update sucks ,I have too many problems with my phone now ! Blurry screen , black screen , frozen phone !"", ""brand_reply"": ""Getting the expected performance from your iPhone is very important to us. Let us know the exact iOS version to get started."", ""thread_id"": ""5821""}, {""rank"": 2, ""similarity_score"": 0.7169, ""customer_text"": ""It’s sorted. Thanks. iOS update needed a change and hard reboot"", ""brand_reply"": ""We're glad to hear that's sorted out for you. Have a great day."", ""thread_id"": ""2680""}, {""rank"": 3, ""similarity_score"": 0.7098, ""customer_text"": ""I've been trying to update to the newest iOS for some time. It never fully processes. Verification doesn't go through. Help."", ""brand_reply"": ""We're here to help. After backing up your device, let's try updating your device through iTunes:"", ""thread_id"": ""11628""}]",0.7389,We'd be glad to help with this. Getting the expected performance from your iPhone is very important to us. Let us know the exact iOS version to get started.,False,escalate,Classifier confidence (0.28) is below acceptable threshold (0.65).,,,,,,,,,,,,,
31,97080,"Me too. It’s bloody awful. From 21% to phone switching off, for no reason. Terrible Bluetooth. My phone worked perfectly until the update. It is a lamentable disgrace @AppleSupport https://t.co/vNnTDgVy4G","Me too. It’s bloody awful. From 21% to phone switching off, for no reason. Terrible Bluetooth. My phone worked perfectly until the update. It is a lamentable disgrace",2,single_turn,likely_pushed_to_dm,True,Help is here! Let's check a few things together. We want your iPhone to be available when you need it. Check out these tips to optimize your battery life: Need more help? Send us a DM here:,cancellation_churn_complaint,True,os_update_battery_drain,Thanks for reaching out to @AppleSupport. Please restart your device and ensure you have the latest software update installed. You can also visit https://support.apple.com for troubleshooting.,escalate,cancellation_churn_complaint,We are very sorry to hear about your experience. Your feedback is important to us; please share more details regarding your device so we can help resolve your concerns.,escalate,Simple baseline: high-risk intent detected (cancellation_churn_complaint); Simple baseline: urgent keywords detected: terrible,connectivity_network_bluetooth,0.2492,medium,"[{""rank"": 1, ""similarity_score"": 0.691, ""customer_text"": ""still no reliable Bluetooth on my iPhone 8+."", ""brand_reply"": ""Thanks for reaching out. DM which Bluetooth device you are trying to connect to so we can help."", ""thread_id"": ""2642""}, {""rank"": 2, ""similarity_score"": 0.6905, ""customer_text"": ""Dear this new update sucks ,I have too many problems with my phone now ! Blurry screen , black screen , frozen phone !"", ""brand_reply"": ""Getting the expected performance from your iPhone is very important to us. Let us know the exact iOS version to get started."", ""thread_id"": ""5821""}, {""rank"": 3, ""similarity_score"": 0.6788, ""customer_text"": ""Thank you I updated my phone and now it is even slower and barely works. Thank you for ruining my phone.😤"", ""brand_reply"": ""We'd like to help, but we'll need more details. What's happening on your device and which model is it? Do you have iOS 11.1?"", ""thread_id"": ""736""}]",0.691,We'd be glad to help with this. Thanks for reaching out. DM which Bluetooth device you are trying to connect to so we can help.,False,escalate,Classifier confidence (0.25) is below acceptable threshold (0.65).; Urgent keywords detected in message: ['terrible'].,,,,,,,,,,,,,
32,259986,@AppleSupport Not able to update do to Billling Issue error?  Billing server does not seem to be responding  Tried to update billing info,Not able to update do to Billling Issue error? Billing server does not seem to be responding Tried to update billing info,2,single_turn,resolved_on_platform,False,We're happy to help. Our iTunes Team can help you here with any billing or payment issues:,billing_subscription_refund,True,os_update_battery_drain,Thanks for reaching out to @AppleSupport. Please restart your device and ensure you have the latest software update installed. You can also visit https://support.apple.com for troubleshooting.,escalate,billing_subscription_refund,You can review your complete App Store purchase history and request a refund directly at https://reportaproblem.apple.com. Let us know if you need any further guidance.,escalate,Simple baseline: high-risk intent detected (billing_subscription_refund); Simple baseline: urgent keywords detected: sue,billing_subscription_refund,0.1704,high,"[{""rank"": 1, ""similarity_score"": 0.6499, ""customer_text"": ""The newest update. I️ made sure to download it yesterday."", ""brand_reply"": ""Lets take a closer look into this issue. Select the following link to join us in a DM and we'll go from there."", ""thread_id"": ""697""}, {""rank"": 2, ""similarity_score"": 0.6243, ""customer_text"": ""I️ upgraded. I️t didn’t work."", ""brand_reply"": ""Reach out to us via DM, and we can take a look at this with you."", ""thread_id"": ""725""}, {""rank"": 3, ""similarity_score"": 0.6091, ""customer_text"": ""started before downloading 11.1 (was never able to download 11.0.3). hasn't gotten better since update"", ""brand_reply"": ""Let's continue within DM here:"", ""thread_id"": ""9829""}]",0.6499,We'd be glad to help with this. Lets take a closer look into this issue. Select the following link to join us in a DM and we'll go from there.,False,escalate,"Intent 'billing_subscription_refund' has risk tier 'high', requiring human agent review.; Classifier confidence (0.17) is below acceptable threshold (0.65).",,,,,,,,,,,,,
33,177017,@AppleSupport I accidentally clicked 1 button on a $10 in-app purchase and it went though before I could hit cancel. I do not want the purchase. Can I undo it?,I accidentally clicked 1 button on a $10 in-app purchase and it went though before I could hit cancel. I do not want the purchase. Can I undo it?,2,single_turn,resolved_on_platform,False,No worries. Our iTunes Support Team can take a look into this with you. Reach them here:,cancellation_churn_complaint,False,os_update_battery_drain,Thanks for reaching out to @AppleSupport. Please restart your device and ensure you have the latest software update installed. You can also visit https://support.apple.com for troubleshooting.,escalate,cancellation_churn_complaint,We are very sorry to hear about your experience. Your feedback is important to us; please share more details regarding your device so we can help resolve your concerns.,escalate,Simple baseline: high-risk intent detected (cancellation_churn_complaint); Simple baseline: urgent keywords detected: cancel,billing_subscription_refund,0.3187,high,"[{""rank"": 1, ""similarity_score"": 0.6482, ""customer_text"": ""How do I get rid of this notification?"", ""brand_reply"": ""Let's see how we can help. Is that the message you see when trying to swipe the notification and get to the app?"", ""thread_id"": ""11645""}, {""rank"": 2, ""similarity_score"": 0.6352, ""customer_text"": ""I get this message when I close the app. When I touch it I get into the app, but getting this when closing the app is annoying."", ""brand_reply"": ""Is this coming up with any other apps when doing the same thing? Which iOS version is in Settings &gt; General &gt; About?"", ""thread_id"": ""11639""}, {""rank"": 3, ""similarity_score"": 0.6307, ""customer_text"": ""Just deleted and reinstalled the app, but it doesn’t make any difference"", ""brand_reply"": ""You did a great job going through those steps. DM us here to contiue further:"", ""thread_id"": ""14317""}]",0.6482,We'd be glad to help with this. Let's see how we can help. Is that the message you see when trying to swipe the notification and get to the app?,False,escalate,"Intent 'billing_subscription_refund' has risk tier 'high', requiring human agent review.; Classifier confidence (0.32) is below acceptable threshold (0.65).; Urgent keywords detected in message: ['cancel'].",,,,,,,,,,,,,
34,22994,"@AppleSupport No error messages show up. The app will not open from the dock, applications folder, or any other location.","No error messages show up. The app will not open from the dock, applications folder, or any other location.",4,multi_turn,likely_pushed_to_dm,True,Let's dig further in via DM to see what we can figure out. Are you able to access iTunes and the iTunes store fully?,other_general_inquiry,True,os_update_battery_drain,Thanks for reaching out to @AppleSupport. Please restart your device and ensure you have the latest software update installed. You can also visit https://support.apple.com for troubleshooting.,escalate,other_general_inquiry,Thanks for contacting @AppleSupport! How can we help you today? Please let us know your device model and iOS version.,escalate,"Simple baseline: keyword absence (unrecognized intent, confidence < 0.65)",hardware_physical_damage,0.1624,medium,"[{""rank"": 1, ""similarity_score"": 0.6213, ""customer_text"": ""The app is still there. But no longer able to control it from the lockscreen."", ""brand_reply"": ""Just to confirm, this is only happening with Spotify, correct?"", ""thread_id"": ""763""}, {""rank"": 2, ""similarity_score"": 0.6072, ""customer_text"": ""I get this message when I close the app. When I touch it I get into the app, but getting this when closing the app is annoying."", ""brand_reply"": ""Is this coming up with any other apps when doing the same thing? Which iOS version is in Settings &gt; General &gt; About?"", ""thread_id"": ""11639""}, {""rank"": 3, ""similarity_score"": 0.6016, ""customer_text"": ""It gets stuck sideways and it will go up to previous messages and not show me the latest until I close the app and reopen."", ""brand_reply"": ""Got it. Which device are you experiencing this on? Let us know in DM, and we'll go from there."", ""thread_id"": ""13207""}]",0.6213,"We'd be glad to help with this. Just to confirm, this is only happening with Spotify, correct?",False,escalate,Classifier confidence (0.16) is below acceptable threshold (0.65).,,,,,,,,,,,,,
35,92870,@115858 @AppleSupport When will CarKit give access to GPS navigation apps?,When will CarKit give access to GPS navigation apps?,2,single_turn,resolved_on_platform,False,Thanks for reaching out. Are you referring to using GPS like described in this article:,other_general_inquiry,True,os_update_battery_drain,Thanks for reaching out to @AppleSupport. Please restart your device and ensure you have the latest software update installed. You can also visit https://support.apple.com for troubleshooting.,escalate,other_general_inquiry,Thanks for contacting @AppleSupport! How can we help you today? Please let us know your device model and iOS version.,escalate,"Simple baseline: keyword absence (unrecognized intent, confidence < 0.65)",connectivity_network_bluetooth,0.2177,medium,"[{""rank"": 1, ""similarity_score"": 0.6158, ""customer_text"": ""The app is still there. But no longer able to control it from the lockscreen."", ""brand_reply"": ""Just to confirm, this is only happening with Spotify, correct?"", ""thread_id"": ""763""}, {""rank"": 2, ""similarity_score"": 0.5652, ""customer_text"": ""And why is my music NEVER in my control center?!"", ""brand_reply"": ""We're here to help out! Which device is this on and which version of iOS is currently installed?"", ""thread_id"": ""2632""}, {""rank"": 3, ""similarity_score"": 0.5611, ""customer_text"": ""after the new apple updates: the battery life is really go fast and the WiFi is always on! #newappleupdates"", ""brand_reply"": ""We'd love to help. Let's work on this together in DM. Start by letting us know what kind of device you are using."", ""thread_id"": ""6934""}]",0.6158,"We'd be glad to help with this. Just to confirm, this is only happening with Spotify, correct?",False,escalate,Classifier confidence (0.22) is below acceptable threshold (0.65).,,,,,,,,,,,,,
36,4890,"@AppleSupport whenever I try to see the photos that I’ve just taken my #iphone6 shows me this. I’ve reset it, I’ve restored it... help? https://t.co/8tQy27WvMe","whenever I try to see the photos that I’ve just taken my #iphone6 shows me this. I’ve reset it, I’ve restored it... help?",2,single_turn,resolved_on_platform,False,We know how important it is to be able to view your photos. Are you able to see older photos on your iPhone?,account_access_security,False,os_update_battery_drain,Thanks for reaching out to @AppleSupport. Please restart your device and ensure you have the latest software update installed. You can also visit https://support.apple.com for troubleshooting.,escalate,account_access_security,We understand how important account security is. Please head over to https://iforgot.apple.com to safely reset your Apple ID password or follow verification steps.,escalate,Simple baseline: high-risk intent detected (account_access_security),account_access_security,0.2419,high,"[{""rank"": 1, ""similarity_score"": 0.8526, ""customer_text"": ""whenever I try to see the photos that I’ve just taken my #iphone6 shows me this. I’ve reset it, I’ve restored it... help?"", ""brand_reply"": ""We know how important it is to be able to view your photos. Are you able to see older photos on your iPhone?"", ""thread_id"": ""4890""}, {""rank"": 2, ""similarity_score"": 0.6919, ""customer_text"": ""would love to know why my pictures look like this when I take a picture 😡"", ""brand_reply"": ""We would love to help you with this! Is this the front or rear facing camera? Which device and iOS version?"", ""thread_id"": ""11122""}, {""rank"": 3, ""similarity_score"": 0.6655, ""customer_text"": ""no, my photos aren’t gone. why are there four (five actually, one isn’t pictured) albums in my photos all labeled twitter?"", ""brand_reply"": ""Got it. Please continue with us by reaching out to our Photos app experts:"", ""thread_id"": ""8544""}]",0.8526,We'd be glad to help with this. We know how important it is to be able to view your photos. Are you able to see older photos on your iPhone?,False,escalate,"Intent 'account_access_security' has risk tier 'high', requiring human agent review.; Classifier confidence (0.24) is below acceptable threshold (0.65).",,,,,,,,,,,,,
37,257744,"Open lijntje met @AppleSupport. Inmiddels op bijna alle devices weer foto’s, behalve op MacBook en iPhone7 #horror #ios1102 #fail #apple","Open lijntje met . Inmiddels op bijna alle devices weer foto’s, behalve op MacBook en iPhone7 #horror #ios1102 #fail #apple",2,single_turn,resolved_on_platform,False,We offer support via Twitter in English. Contact us for help in your preferred language here:,os_update_battery_drain,True,os_update_battery_drain,Thanks for reaching out to @AppleSupport. Please restart your device and ensure you have the latest software update installed. You can also visit https://support.apple.com for troubleshooting.,escalate,os_update_battery_drain,We're here to help. Check Settings > Battery > Battery Health to inspect your maximum capacity and see which apps consume the most energy. Let us know what you see.,auto_handle,,hardware_physical_damage,0.2152,medium,"[{""rank"": 1, ""similarity_score"": 0.6153, ""customer_text"": ""Can’t share any photos from iCloud with iOS 11.1"", ""brand_reply"": ""We'd like to help. Let's take this to DM and we'll explore ways to provide you assistance."", ""thread_id"": ""14313""}, {""rank"": 2, ""similarity_score"": 0.5997, ""customer_text"": ""iPhone 7 and it literally just started today."", ""brand_reply"": ""Does that continue after restarting your iPhone? Do you have any other iOS devices or a Mac computer? Let us know in DM."", ""thread_id"": ""4895""}, {""rank"": 3, ""similarity_score"": 0.5802, ""customer_text"": ""Depois da ultima atualizado do IOS a bateria do IPhone 6 tá durando quase nada"", ""brand_reply"": ""Since our Twitter support is available in English, get help at or join"", ""thread_id"": ""10679""}]",0.6153,We'd be glad to help with this. We'd like to help. Let's take this to DM and we'll explore ways to provide you assistance.,False,escalate,Classifier confidence (0.22) is below acceptable threshold (0.65).,,,,,,,,,,,,,
38,145155,"@AppleSupport Resolved it, team. My WiFi settings got messed up somehow (which is a mystery) and I had to change them to a WPA2. Everything works smooth now. 
Thanks a lot!","Resolved it, team. My WiFi settings got messed up somehow (which is a mystery) and I had to change them to a WPA2. Everything works smooth now. Thanks a lot!",2,single_turn,resolved_on_platform,False,Excellent! You're most welcome. Nice work. We're glad you're able to connect now. Feel free to reach out to us any time. We're here for you. Enjoy your day!,connectivity_network_bluetooth,False,os_update_battery_drain,Thanks for reaching out to @AppleSupport. Please restart your device and ensure you have the latest software update installed. You can also visit https://support.apple.com for troubleshooting.,escalate,connectivity_network_bluetooth,"Let's get you connected. Try going to Settings > General > Reset > Reset Network Settings, or toggle Bluetooth/Airplane Mode off and back on.",auto_handle,,connectivity_network_bluetooth,0.2898,medium,"[{""rank"": 1, ""similarity_score"": 0.6457, ""customer_text"": ""I updated to iOS 11 and my iPhone 6 stopped connecting to wi-fi. Already restored the phone and the network connections"", ""brand_reply"": ""We are here to help. So we can best isolate the cause, could you verify your exact iOS version?"", ""thread_id"": ""5849""}, {""rank"": 2, ""similarity_score"": 0.638, ""customer_text"": ""The ‘Overlapping url over TIME on Free WiFi hotspots’ remains. v11.0.3. Not a WiFi problem; two different hotspots shown."", ""brand_reply"": ""We'd like to have you backup and update your iPhone to iOS 11.1 and let us know if that helps:"", ""thread_id"": ""4906""}, {""rank"": 3, ""similarity_score"": 0.6356, ""customer_text"": ""I've updated to iOS 11.1 just now. I shall check out these WiFi hotspots tomorrow and later in the week."", ""brand_reply"": ""Sounds good. Let us know the results in DM and we'll continue working with you there. Thanks again."", ""thread_id"": ""4905""}]",0.6457,"We'd be glad to help with this. We are here to help. So we can best isolate the cause, could you verify your exact iOS version?",False,escalate,Classifier confidence (0.29) is below acceptable threshold (0.65).,,,,,,,,,,,,,
39,23134,"@AppleSupport Can you tell me how I can scan a document into notes, if I’ve already taken a picture of it, i.e. I want to use the image that’s already in my photo library. I can’t see a way to do this. Thanks!","Can you tell me how I can scan a document into notes, if I’ve already taken a picture of it, i.e. I want to use the image that’s already in my photo library. I can’t see a way to do this. Thanks!",2,single_turn,resolved_on_platform,False,"Sure thing! We are glad to help! Could you let us know which iOS version you are running? The process has changed a little, and we want to make sure we’re giving you the best direction. You can find this info at Settings &gt; General &gt; About.",other_general_inquiry,True,os_update_battery_drain,Thanks for reaching out to @AppleSupport. Please restart your device and ensure you have the latest software update installed. You can also visit https://support.apple.com for troubleshooting.,escalate,other_general_inquiry,Thanks for contacting @AppleSupport! How can we help you today? Please let us know your device model and iOS version.,escalate,"Simple baseline: keyword absence (unrecognized intent, confidence < 0.65)",hardware_physical_damage,0.2156,medium,"[{""rank"": 1, ""similarity_score"": 0.5311, ""customer_text"": ""whenever I try to see the photos that I’ve just taken my #iphone6 shows me this. I’ve reset it, I’ve restored it... help?"", ""brand_reply"": ""We know how important it is to be able to view your photos. Are you able to see older photos on your iPhone?"", ""thread_id"": ""4890""}, {""rank"": 2, ""similarity_score"": 0.4732, ""customer_text"": ""And the new ones tauntingly pretend they are saved- it’s just when I click on them or try to send them that the grey screen shows"", ""brand_reply"": ""We appreciate those details. For more help with Photos, please reach out to our Photos experts here:"", ""thread_id"": ""4889""}, {""rank"": 3, ""similarity_score"": 0.4679, ""customer_text"": ""no, my photos aren’t gone. why are there four (five actually, one isn’t pictured) albums in my photos all labeled twitter?"", ""brand_reply"": ""Got it. Please continue with us by reaching out to our Photos app experts:"", ""thread_id"": ""8544""}]",0.5311,Thanks for contacting @AppleSupport! How can we help you today? Please let us know your device model and iOS version.,True,escalate,Classifier confidence (0.22) is below acceptable threshold (0.65).; Retrieval top-1 similarity (0.53) is below grounding threshold (0.55).; Model flagged that historical precedents do not adequately cover this customer problem.,,,,,,,,,,,,,
40,255119,@AppleSupport I want access to quickly turn WiFi/BT on/off from control center. It’s a feature many use to conserve battery and for security concerns.,I want access to quickly turn WiFi/BT on/off from control center. It’s a feature many use to conserve battery and for security concerns.,2,single_turn,resolved_on_platform,False,Thanks for taking the time to clarify. We've got a great site where you can let your voice be heard:,account_access_security,False,os_update_battery_drain,Thanks for reaching out to @AppleSupport. Please restart your device and ensure you have the latest software update installed. You can also visit https://support.apple.com for troubleshooting.,escalate,account_access_security,We understand how important account security is. Please head over to https://iforgot.apple.com to safely reset your Apple ID password or follow verification steps.,escalate,Simple baseline: high-risk intent detected (account_access_security),connectivity_network_bluetooth,0.2692,medium,"[{""rank"": 1, ""similarity_score"": 0.5715, ""customer_text"": ""It's a shame that Siri can't be used to turn off the timer. Pain to do it with messy hands. Send to the idea file?"", ""brand_reply"": ""We value your feedback. Feel free to leave it here:"", ""thread_id"": ""12566""}, {""rank"": 2, ""similarity_score"": 0.5559, ""customer_text"": ""Why do I need a sim card when I’m joined to the WiFi? I’m only using this phone to test websites."", ""brand_reply"": ""You'll need to insert a SIM and activate the iPhone, once that's done you can remove the SIM and use the iPhone on Wi-Fi."", ""thread_id"": ""13588""}, {""rank"": 3, ""similarity_score"": 0.5497, ""customer_text"": ""And why is my music NEVER in my control center?!"", ""brand_reply"": ""We're here to help out! Which device is this on and which version of iOS is currently installed?"", ""thread_id"": ""2632""}]",0.5715,We'd be glad to help with this. We value your feedback. Feel free to leave it here:,False,escalate,Classifier confidence (0.27) is below acceptable threshold (0.65).,,,,,,,,,,,,,
41,94785,"@AppleSupport I actually lost the power cord so I finally charged my ipad yesterday and am using it today for the first time in a few months. Since turning it on this morning, I haven't been able to update any apps or navigate the app store at all. I checked and my icloud account is linked","I actually lost the power cord so I finally charged my ipad yesterday and am using it today for the first time in a few months. Since turning it on this morning, I haven't been able to update any apps or navigate the app store at all. I checked and my icloud account is linked",4,multi_turn,likely_pushed_to_dm,True,"Got it. Could you let us know the exact version number of iOS 9 you’re currently using via a DM? Also, let us know if you are able to search in the iTunes Store. We’ll keep moving forward from there.",billing_subscription_refund,True,os_update_battery_drain,Thanks for reaching out to @AppleSupport. Please restart your device and ensure you have the latest software update installed. You can also visit https://support.apple.com for troubleshooting.,escalate,billing_subscription_refund,You can review your complete App Store purchase history and request a refund directly at https://reportaproblem.apple.com. Let us know if you need any further guidance.,escalate,Simple baseline: high-risk intent detected (billing_subscription_refund),connectivity_network_bluetooth,0.2104,medium,"[{""rank"": 1, ""similarity_score"": 0.673, ""customer_text"": ""I've been trying to update to the newest iOS for some time. It never fully processes. Verification doesn't go through. Help."", ""brand_reply"": ""We're here to help. After backing up your device, let's try updating your device through iTunes:"", ""thread_id"": ""11628""}, {""rank"": 2, ""similarity_score"": 0.6553, ""customer_text"": ""Since I updated my iPhone I can’t download apps now. Thanks 🙄🙄🙄"", ""brand_reply"": ""Are you on the latest iOS 11.1 version?"", ""thread_id"": ""11633""}, {""rank"": 3, ""similarity_score"": 0.6451, ""customer_text"": ""after updating to ios 11.1 I have no service, displays no service. reset networking settings does nothing"", ""brand_reply"": ""We'd like to see what we can do to assist. DM us and we'll continue from there."", ""thread_id"": ""13933""}]",0.673,"We'd be glad to help with this. We're here to help. After backing up your device, let's try updating your device through iTunes:",False,escalate,Classifier confidence (0.21) is below acceptable threshold (0.65).,,,,,,,,,,,,,
42,170365,@AppleSupport I have the iPod touch (the latest one) the video will either buffer for a while or come up with an explanation mark in a circle. I want to try and put it onto my computer but because it’s doing this it won’t - also won’t let me transfer it to anything or upload to YouTube etc,I have the iPod touch (the latest one) the video will either buffer for a while or come up with an explanation mark in a circle. I want to try and put it onto my computer but because it’s doing this it won’t - also won’t let me transfer it to anything or upload to YouTube etc,8,multi_turn,likely_pushed_to_dm,True,Did this occur after updating the iPod or changing anything on your home Wi-Fi network? Tell us more in a DM.,how_to_feature_inquiry,True,os_update_battery_drain,Thanks for reaching out to @AppleSupport. Please restart your device and ensure you have the latest software update installed. You can also visit https://support.apple.com for troubleshooting.,escalate,how_to_feature_inquiry,You can discover step-by-step guides and settings tips for iOS features directly in the Apple Support app or at https://support.apple.com.,auto_handle,,how_to_feature_inquiry,0.1755,low,"[{""rank"": 1, ""similarity_score"": 0.5958, ""customer_text"": ""just purchased iTunes movie on ATV in HD. Stops to buffer and stream every 5 minutes. Very unpleasant experience. Never had issues with movies. showing 30+ mbps DL🤷🏻‍♂️"", ""brand_reply"": ""We want to help with your Apple TV. Click here to reach our team that can assist with your Apple TV:"", ""thread_id"": ""14324""}, {""rank"": 2, ""similarity_score"": 0.5615, ""customer_text"": ""It’s only done it with Apple Music and Apple Podcast, regardless if saved to phone or streaming"", ""brand_reply"": ""We'd like to investigate with you. Send us a DM and we can troubleshoot more from there."", ""thread_id"": ""11100""}, {""rank"": 3, ""similarity_score"": 0.56, ""customer_text"": ""Every time I watch a live broadcast or video it skips or repeats a few seconds since updating"", ""brand_reply"": ""We'd like to learn more about what's happening. What model &amp; iOS version are you working with? Tell us in DM, please."", ""thread_id"": ""8302""}]",0.5958,We'd be glad to help with this. We want to help with your Apple TV. Click here to reach our team that can assist with your Apple TV:,False,escalate,Classifier confidence (0.18) is below acceptable threshold (0.65).,,,,,,,,,,,,,
43,282428,"@AppleSupport Hi! excuse me! since the update, my battery is terrible. I see the percentage go lower. Wat can i do about it?","Hi! excuse me! since the update, my battery is terrible. I see the percentage go lower. Wat can i do about it?",2,single_turn,resolved_on_platform,False,Hi there. We're happy to help. Check out this great resource: Let us know if this helps.,cancellation_churn_complaint,False,os_update_battery_drain,Thanks for reaching out to @AppleSupport. Please restart your device and ensure you have the latest software update installed. You can also visit https://support.apple.com for troubleshooting.,escalate,cancellation_churn_complaint,We are very sorry to hear about your experience. Your feedback is important to us; please share more details regarding your device so we can help resolve your concerns.,escalate,Simple baseline: high-risk intent detected (cancellation_churn_complaint); Simple baseline: urgent keywords detected: terrible,os_update_battery_drain,0.4011,medium,"[{""rank"": 1, ""similarity_score"": 0.7089, ""customer_text"": ""why is my battery life short? I updated to 11.1, my battery is poor. Wife didn’t she likes her battery life"", ""brand_reply"": ""Let’s work together on this situation. To clarify, did this start after updating to iOS 11.1? Also, which device are you using?"", ""thread_id"": ""2616""}, {""rank"": 2, ""similarity_score"": 0.6781, ""customer_text"": ""I need the software update urgently. The battery lasts literally half a day 🙍🏼🙁"", ""brand_reply"": ""Hi there! What type of device are we working with?"", ""thread_id"": ""745""}, {""rank"": 3, ""similarity_score"": 0.6767, ""customer_text"": ""I have and my battery life has become even worse"", ""brand_reply"": ""Let's look into this further in DM."", ""thread_id"": ""4900""}]",0.7089,"We'd be glad to help with this. Let’s work together on this situation. To clarify, did this start after updating to iOS 11.1? Also, which device are you using?",False,escalate,Classifier confidence (0.40) is below acceptable threshold (0.65).; Urgent keywords detected in message: ['terrible'].,,,,,,,,,,,,,
44,299664,@AppleSupport terrible cracking sound in calls especially while using speaker,terrible cracking sound in calls especially while using speaker,2,single_turn,resolved_on_platform,False,We want to help. What device is this occurring with? What version of iOS is the device running?,cancellation_churn_complaint,False,os_update_battery_drain,Thanks for reaching out to @AppleSupport. Please restart your device and ensure you have the latest software update installed. You can also visit https://support.apple.com for troubleshooting.,escalate,cancellation_churn_complaint,We are very sorry to hear about your experience. Your feedback is important to us; please share more details regarding your device so we can help resolve your concerns.,escalate,Simple baseline: high-risk intent detected (cancellation_churn_complaint); Simple baseline: urgent keywords detected: terrible,cancellation_churn_complaint,0.2441,high,"[{""rank"": 1, ""similarity_score"": 0.612, ""customer_text"": ""iPhone 7+, iOS 11.1"", ""brand_reply"": ""Thank you very much! Send us a DM to let us know if your speaker doesn't work on calls, or if other apps are affected as well."", ""thread_id"": ""2631""}, {""rank"": 2, ""similarity_score"": 0.5839, ""customer_text"": ""The whole phone will just crash or freeze for over a minute. It be spazzing out too like it has a ghost in it or something."", ""brand_reply"": ""We'd like to suggest updating to iOS 11.1, which came out today, and see if the same issues continue:"", ""thread_id"": ""11110""}, {""rank"": 3, ""similarity_score"": 0.5747, ""customer_text"": ""Listen I’m having issues with my phone so like can you @ me so we can talk"", ""brand_reply"": ""We're here to help. Send us a DM with the issue and we'll follow up from there."", ""thread_id"": ""3761""}]",0.612,"We'd be glad to help with this. Thank you very much! Send us a DM to let us know if your speaker doesn't work on calls, or if other apps are affected as well.",False,escalate,"Intent 'cancellation_churn_complaint' has risk tier 'high', requiring human agent review.; Classifier confidence (0.24) is below acceptable threshold (0.65).; Urgent keywords detected in message: ['terrible'].",,,,,,,,,,,,,
